SwUFn ID	함수명	Prototype(발췌)	계층	현재 Related ID	SwFn 후보 (검증 후 택1)	비고	팀 확정
SwUFn_1370	s_PreviousCtrl_IdleStateReset	static void s_PreviousCtrl_IdleStateReset(void)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1380	s_ProcessCloseOverloadDetection	static void s_ProcessCloseOverloadDetection(S16 s16_CloseDisplacement,	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1376	s_ProcessOpenOverloadDetection	static void s_ProcessOpenOverloadDetection(S16 s16_OpenDisplacement)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13134	s_ReboundProtection_HandleDetected	static void s_ReboundProtection_HandleDetected( const S_ReboundPrtctPa	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13137	s_ReboundProtection_Return_HandleClearCondition	static void s_ReboundProtection_Return_HandleClearCondition( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13136	s_ReboundProtection_Return_HandleReleaseBySpeed	static void s_ReboundProtection_Return_HandleReleaseBySpeed( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13135	s_ReboundProtection_Return_HandleSlopeHigh	static void s_ReboundProtection_Return_HandleSlopeHigh( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13133	s_ReboundProtection_SelectParams	static void s_ReboundProtection_SelectParams( S_ReboundPrtctParams_t*	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13111	s_ReverseOperationDetect_Close	static void s_ReverseOperationDetect_Close(S16 s16t_Position_30)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13107	s_ReverseOperationDetect_Open	static void s_ReverseOperationDetect_Open(S16 s16t_Position_8)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1385	s_UpdateThermalThresholdByAmbientTemp	static void s_UpdateThermalThresholdByAmbientTemp( void )	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1382	u16g_Conv_AngleToPulse	static inline U16 u16g_Conv_AngleToPulse(U16 u16t_Angle)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13142	u32s_PlayProtectI2tAddScoreGet	static U32 u32s_PlayProtectI2tAddScoreGet(U16 u16t_Current)	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_13144	u32s_PlayProtectI2tLimitGet	static U32 u32s_PlayProtectI2tLimitGet(U16 u16t_MotorTemp, U16 u16t_Th	APP	SWCOM_13	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_12, SWFN_25, SWFN_32, SWFN_41, SWFN_05, SWFN_01, SWFN_13	후보 13개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요 / 공용 — 여러 기능이 쓰므로 단일 SwFn 부적절 가능	
SwUFn_1446	g_Ap_DoorCtrl_GetDrMovgTmMon	U16 g_Ap_DoorCtrl_GetDrMovgTmMon( void )	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1448	s_DoorState_AutoClose_HandleFullClose	static void s_DoorState_AutoClose_HandleFullClose(void)	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1447	s_DoorState_AutoClose_HandleHalfLatch	static void s_DoorState_AutoClose_HandleHalfLatch(void)	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1450	s_DoorState_AutoClose_UpdateFailInfo	static void s_DoorState_AutoClose_UpdateFailInfo(void)	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1445	s_HistoryPushDoorState	static void s_HistoryPushDoorState( enum en_g_DoorState *pe_StateHisto	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1439	s_ProcessAutoStopChecks	static void s_ProcessAutoStopChecks(void)	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1444	s_ProcessCloseStates	static void s_ProcessCloseStates(enum en_g_DoorState t_DoorState)	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1438	s_ProcessDoorStateTransition	static void s_ProcessDoorStateTransition(enum en_g_DoorState t_DoorSta	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1442	s_ProcessInitAndStopStates	static void s_ProcessInitAndStopStates(enum en_g_DoorState t_DoorState	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1440	s_ProcessLatchStates	static void s_ProcessLatchStates(void)	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1441	s_ProcessMovementRequests	static void s_ProcessMovementRequests(void)	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1443	s_ProcessOpenStates	static void s_ProcessOpenStates(enum en_g_DoorState t_DoorState)	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1405	s_ShortBrakeCtrl	static void s_ShortBrakeCtrl( void )	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1449	u8s_DoorState_AutoClose_ShouldStop	static U8 u8s_DoorState_AutoClose_ShouldStop(void)	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1451	u8s_DoorState_AutoClose_ShouldUpdateFailInfo	static U8 u8s_DoorState_AutoClose_ShouldUpdateFailInfo(void)	APP	SWCOM_14	SWFN_02, SWFN_03, SWFN_04, SWFN_06, SWFN_07, SWFN_08, SWFN_09, SWFN_12, SWFN_32, SWFN_44, SWFN_45, SWFN_05, SWFN_01, SWFN_13	후보 14개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1590	g_Ap_MotorCtrl_GetComSpeed	S32 g_Ap_MotorCtrl_GetComSpeed(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1599	g_Ap_MotorCtrl_GetRefSpeedMon	S32 g_Ap_MotorCtrl_GetRefSpeedMon( void )	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1591	g_Ap_MotorCtrl_GetScanState	ScanState_t g_Ap_MotorCtrl_GetScanState(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1592	g_Ap_MotorCtrl_GetSlipDirection	U8 g_Ap_MotorCtrl_GetSlipDirection(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1595	g_Ap_MotorCtrl_GetSlipHoldingCurrent	S16 g_Ap_MotorCtrl_GetSlipHoldingCurrent(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1593	g_Ap_MotorCtrl_GetSlipHoldingForce	S16 g_Ap_MotorCtrl_GetSlipHoldingForce(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1594	g_Ap_MotorCtrl_GetSlipHoldingPosition	S16 g_Ap_MotorCtrl_GetSlipHoldingPosition(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1597	prv_ComputeQ15Ratio	static U16 prv_ComputeQ15Ratio(const S16 val, const S16 s16t_RangeStar	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1596	prv_FindBracketIdx	static U16 prv_FindBracketIdx(const S16 val, const S16* xAxis, const U	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1598	prv_LerpQ15	static S16 prv_LerpQ15(const S16 s16t_StartVal, const S16 s16t_EndVal,	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1579	s16_ClampToS16	static S16 s16_ClampToS16(S32 s32t_InputVal)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요 / 공용 — 여러 기능이 쓰므로 단일 SwFn 부적절 가능	
SwUFn_1587	s16s_Gap_Diff	static S16 s16s_Gap_Diff( S16 s16t_Data1, S16 s16t_Data2 )	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15170	s16s_GetAssistClosePositionOffset	static S16 s16s_GetAssistClosePositionOffset(S16 s16t_OffsetMax)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15169	s16s_GetAssistOpenPositionOffset	static S16 s16s_GetAssistOpenPositionOffset(S16 s16t_OffsetMax)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15159	s16s_InterpActiveHolding	static S16 s16s_InterpActiveHolding( const S16 roll_deg, const S16 pit	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15161	s16s_InterpAssistClose	static S16 s16s_InterpAssistClose( const S16 roll_deg, const S16 pitch	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15162	s16s_InterpAssistOpen	static S16 s16s_InterpAssistOpen( const S16 roll_deg, const S16 pitch_	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15160	s16s_InterpPreActiveHolding	static S16 s16s_InterpPreActiveHolding( const S16 roll_deg, const S16	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1576	s16s_InterpSlopeCompensation	static S16 s16s_InterpSlopeCompensation( const S16 s16g_Table[ROLL_CNT	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1577	s32_DivRound	static S32 s32_DivRound(S32 num, S32 den)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1575	s32g_CompensateOutputByVoltage_LUT	static void s32g_CompensateOutputByVoltage_LUT( void )	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15166	s_Ap_MotorCtrl_ResetControlState	static void s_Ap_MotorCtrl_ResetControlState( void )	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15165	s_Ap_MotorCtrl_ResetCoreState	static void s_Ap_MotorCtrl_ResetCoreState( void )	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15167	s_Ap_MotorCtrl_ResetEepromParamState	static void s_Ap_MotorCtrl_ResetEepromParamState( void )	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1554	s_ApplyAutoCloseModifiers	static void s_ApplyAutoCloseModifiers( S32 *s32p_speed )	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15137	s_Assist_ApplyActiveHolding	static void s_Assist_ApplyActiveHolding(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15136	s_Assist_CalcActiveHoldingPwm	static S32 s_Assist_CalcActiveHoldingPwm(S16 s16_NowStep, S16 s16_EndS	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1560	s_AssistClose_CalculatePWM	static void s_AssistClose_CalculatePWM(S16 s16_pitch, S16 s16_roll)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15141	s_AssistClose_CheckReverseMovement	static void s_AssistClose_CheckReverseMovement(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15134	s_AssistClose_GetAnglesLimited	static void s_AssistClose_GetAnglesLimited(S16 *s16p_Pitch, S16 *s16p_	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요 / 공용 — 여러 기능이 쓰므로 단일 SwFn 부적절 가능	
SwUFn_1558	s_AssistClose_PrepareAngles	static void s_AssistClose_PrepareAngles(S16 *s16p_pitch, S16 *s16p_rol	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15143	s_AssistClose_ProcessActiveSection	static void s_AssistClose_ProcessActiveSection(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15142	s_AssistClose_ProcessOutsideSection	static void s_AssistClose_ProcessOutsideSection(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1561	s_AssistClose_ProcessStopCondition	static void s_AssistClose_ProcessStopCondition(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15133	s_AssistClose_SetEndStep	static void s_AssistClose_SetEndStep(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1563	s_AssistClose_SetMotorDirection	static void s_AssistClose_SetMotorDirection(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15138	s_AssistClose_TryActivateRevKick	static void s_AssistClose_TryActivateRevKick(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15140	s_AssistClose_UpdateActiveHoldingPwm	static void s_AssistClose_UpdateActiveHoldingPwm(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_15139	s_AssistClose_UpdateNowStep	static void s_AssistClose_UpdateNowStep(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1565	s_AssistOpen_CalculateBasePWM	static void s_AssistOpen_CalculateBasePWM(S16 s16_pitch, S16 s16_roll)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
SwUFn_1566	s_AssistOpen_CheckNormalConditions	static U8 s_AssistOpen_CheckNormalConditions(void)	APP	SWCOM_15	SWFN_02, SWFN_03, SWFN_04, SWFN_07, SWFN_08, SWFN_25, SWFN_32, SWFN_05, SWFN_38, SWFN_01	후보 10개 — 도구가 좁히지 못함(SwCom 요구 폭이 넓음). 설계 판단 필요	
